p,qaoa_energy,beta01,gamma01,u01,v01,num_qubits,min_energy,opt_var_assignment,beta02,gamma02,u02,v02,beta03,gamma03,u03,v03,beta04,gamma04,u04,v04,beta05,gamma05,u05,v05,beta06,gamma06,u06,v06,beta07,gamma07,u07,v07,beta08,gamma08,u08,v08,beta09,gamma09,u09,v09,beta10,gamma10,u10,v10,beta11,gamma11,beta12,gamma12,beta13,gamma13,beta14,gamma14,beta15,gamma15,beta16,gamma16,beta17,gamma17,beta18,gamma18,beta19,gamma19,beta20,gamma20,beta21,gamma21,beta22,gamma22,beta23,gamma23,beta24,gamma24,beta25,gamma25,beta26,gamma26,beta27,gamma27,beta28,gamma28,beta29,gamma29,beta30,gamma30,beta31,gamma31,beta32,gamma32,beta33,gamma33,beta34,gamma34,beta35,gamma35,beta36,gamma36,beta37,gamma37,beta38,gamma38,beta39,gamma39,beta40,gamma40,beta41,gamma41,beta42,gamma42,beta43,gamma43,beta44,gamma44,beta45,gamma45,beta46,gamma46,beta47,gamma47,beta48,gamma48,beta49,gamma49,beta50,gamma50
26,-1.9867059958628692,0.7939340611847224,-0.015953277743629816,-1.0286000651650598,0.42566810506080416,11,-2.0088944195653555,01101101101,0.7353902194753206,-0.06468156739238949,0.026615692196878118,0.1282272946181259,0.6359053172157944,-0.14811050957694136,-0.06898428044280269,0.09638603382208114,0.5229990288917211,-0.2519435623050926,0.03706434262563542,0.06183863874425486,0.42266822572380885,-0.34346692648399246,-0.04179276022347835,0.04718031995458055,0.34995471702938474,-0.4008064702861674,0.020561966439584967,0.023617058601087617,0.30593338145564924,-0.4292922124303719,0.019795576290024007,0.013667876879089217,0.2817003832796381,-0.4516944787042506,0.0037934868845287597,0.004697723553954128,0.26594891678614535,-0.48565649759126966,0.013175211017111508,0.0009380147979772765,0.2511627206379954,-0.531755240547441,0.007573966980139023,-0.0005141668394963834,0.23528839494321271,-0.5808737362253066,0.2194021223770005,-0.6282655829457777,0.20446704935998616,-0.6770876218675681,0.1899749254038714,-0.7291327489739791,0.1748446179328263,-0.7762844070576727,0.15886680945962808,-0.804950780106583,0.1429918540571874,-0.8100403049414422,0.12837553606535518,-0.8034992824187693,0.11539535825711769,-0.807770376015496,0.10358247032037916,-0.8400210130571587,0.0921947794273808,-0.9014643628117474,0.08052985980159869,-0.9795670162223309,0.06768285504749759,-1.0581377821476994,0.05239273478135791,-1.1250838235338978,0.03363604867076948,-1.1733870468796204,0.011655352520368461,-1.1987764639498315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,-1.9907895481166689,0.7896337887413529,-0.015426386971451298,-1.0245153511770213,0.4218568598059071,11,-2.0088944195653555,01101101101,0.7347661851402233,-0.061342615138602855,0.028853462187134058,0.1281051830715862,0.6407136251947174,-0.13897118375536022,-0.07423964715039368,0.09700121895382674,0.532453082381295,-0.2370818158100334,0.040173128722948835,0.0608233634528927,0.4343558358933854,-0.32746554796059724,-0.04263040404083935,0.04553869586460386,0.3613672270170794,-0.38945871455801184,0.021700847981010477,0.02227092897494418,0.31541250374820895,-0.42461782896931943,0.02213159632092975,0.014345725896738349,0.2884005514624149,-0.44991066840773414,0.004097292883162193,0.007090409662140659,0.26942403799556686,-0.4797206706508083,0.004944364541626486,0.0008791158851469339,0.25140218253907193,-0.5160284405912943,0.012288071114677732,-0.001017157401886791,0.2332699409111937,-0.5543399169057635,0.2173554850748037,-0.594750776772439,0.2050779089812878,-0.6431815377840414,0.19479557579211315,-0.7011114916096935,0.18318474247343322,-0.7570960387977212,0.16827525390120623,-0.7925639936654671,0.15109579564171513,-0.7984982071096386,0.13456958923417447,-0.7864006248437857,0.12097179922155257,-0.7814653375883402,0.11034251393632302,-0.8036845985369192,0.10097202674307515,-0.8546526703043356,0.09100460299138736,-0.9213647357297191,0.07945132135331437,-0.9906600617974134,0.0659620724148603,-1.0582005842095117,0.05017488588900728,-1.1238693075779818,0.03171815960727246,-1.181475613867297,0.010895783832551074,-1.2166537594812363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,-1.9930968408937728,0.790962233984203,-0.013040371232192677,-1.024561400420459,0.4226053807299938,11,-2.0088944195653555,01101101101,0.7394009935795018,-0.053432239693208476,0.018362734441179644,0.12841340383117908,0.6502792499400183,-0.12492301685293096,-0.06276415103341097,0.09629933872130605,0.546143962705665,-0.21908602179594427,0.04196660704542215,0.061744619870996546,0.44954116606240047,-0.3102939925002426,-0.0429780114159885,0.04487219805715598,0.3751654330347602,-0.37689222842847897,0.021815495435799075,0.02123274205173075,0.3262211256016929,-0.4164018052290473,0.02270110727868607,0.014819657597618248,0.29639374212846914,-0.4428535502993634,0.005114985391681892,0.007725231981389717,0.2758058304972145,-0.47170637042047464,0.0048782941992717875,0.00111857209682346,0.25718152070942235,-0.5081087334082116,0.012643764560837179,-0.0010662299219082107,0.23866309767160782,-0.548358058454854,0.22226300073521985,-0.5896780489706868,0.2099969443671901,-0.6354812815018613,0.2010645858199432,-0.6897740855261456,0.1921190190789532,-0.7475710378600587,0.17992281286184664,-0.7936054674629588,0.16384145805835834,-0.8132927184888694,0.14609047123139965,-0.8065504543484787,0.12978752196952653,-0.7908650998280568,0.11666363360881843,-0.7896807081515792,0.10625976376098806,-0.816158769477299,0.09686219240876856,-0.8665406017395073,0.08693647203740383,-0.9276658360994845,0.07573285145762561,-0.9896398123151754,0.06288658062613502,-1.0508255666290776,0.04789993951999698,-1.111578347688819,0.030316324668297253,-1.1653465122959472,0.010420165709292308,-1.1981817746628327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,-1.9952584150163117,0.7909878619700395,-0.012955122978518991,-1.024787974071071,0.4209625469946133,11,-2.0088944195653555,01101101101,0.7433475871508018,-0.05131908125610113,0.022015611235517218,0.12946741649995788,0.659820941599948,-0.11740706455004973,-0.06244365158386395,0.09736113680899046,0.5598511372038848,-0.20543446378716043,0.04293931225574869,0.06257582394726967,0.46390458274915813,-0.2939144382961005,-0.04496722980464072,0.0441700338574792,0.3867731569676849,-0.36243279322898536,0.022313021139413306,0.021119478723471637,0.3336292482843325,-0.40549241717844,0.022738023973942464,0.014494666104073437,0.3005035715782074,-0.43294112216951036,0.00539086348463781,0.0074472600183883506,0.2786633130865904,-0.4589775454838961,0.003460223474597097,0.0010470832530412658,0.26025256670407937,-0.4910691742823497,0.012477732266264125,-0.0014055909892068648,0.24194644744427277,-0.5282083997715683,0.22483579923635796,-0.5676243484765515,0.21137129602101662,-0.610883745039295,0.2020820712081411,-0.662050412349307,0.1945714906465531,-0.719914722202182,0.18524184027308274,-0.7734508903813768,0.17201304188579605,-0.8071753087591228,0.1557105311265845,-0.8132493324739657,0.13913534022988205,-0.7997287750557717,0.12481700063244353,-0.7868938264004458,0.11337548265770936,-0.7940306662910079,0.10362734979738164,-0.8275764439949119,0.09394617195272792,-0.8800950765926888,0.0834421306492663,-0.9395474708914894,0.07200372084438955,-0.9992849835134615,0.059517608595574985,-1.0595567556541934,0.04535451590782983,-1.1203549677040747,0.02878716717437925,-1.1741185180912759,0.009917081653473455,-1.206736259651368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,-1.9970679781290253,0.785994069368457,-0.012224534022729331,-1.0241744446277374,0.4192953017270771,11,-2.0088944195653555,01101101101,0.7433292954908154,-0.04871733601223557,0.02560030956788617,0.130721791266962,0.6672504668182204,-0.11224310271124376,-0.06447410657266887,0.09680394320563455,0.5735476859598087,-0.19769223505380598,0.04279786180114438,0.06226044638287051,0.4798726477897677,-0.2844474777814806,-0.04598937936177077,0.04296495130190961,0.40055299227005525,-0.35214854997708905,0.02136309012074413,0.020951726011436387,0.34276396020123845,-0.394541674445916,0.022925535793783338,0.013265169054910816,0.3056016379817508,-0.42094083425243883,0.004124595177331569,0.007404263596245918,0.2824101092715666,-0.4459327123117262,0.0028463984305994367,-0.0011691531055334884,0.26512229784839664,-0.477557502683381,0.01551885931314558,-0.0009404369014777975,0.24831457671613397,-0.514110204060128,0.2309119407727372,-0.5507068351781016,0.21496994787631454,-0.5875326330609417,0.20276851721409445,-0.6307188483136947,0.1943759194339724,-0.6846555528902448,0.1872798404520959,-0.7435727949577067,0.17809397268193286,-0.7917260521145592,0.16490172671148068,-0.8138804269753653,0.14849428052370794,-0.8079638823158961,0.13170850252709895,-0.7889041499256758,0.11747368640766977,-0.7796816358884385,0.10699231879511226,-0.7964387882552674,0.09920971980706378,-0.8394799209687349,0.09171268095739026,-0.8967390765434784,0.08225723653239723,-0.9555260673443018,0.06988743263843972,-1.0116839458984166,0.05508664511106602,-1.0684873366859227,0.03911787340443986,-1.1274911513413244,0.02313754865940407,-1.1809654984014053,0.007628219575807802,-1.2138198384551133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,-1.99847354308723,0.780472170180616,-0.011130709521516957,-1.0244503442190835,0.41872281642672304,11,-2.0088944195653555,01101101101,0.7425699733296759,-0.04446528153994238,0.030557745623432227,0.13076719976301798,0.6736777944482072,-0.10314485423287802,-0.06528957191733507,0.09681427379245101,0.5862404218174538,-0.18372407160232007,0.0426585426049014,0.0614090887958142,0.4953977756961142,-0.2682428530534137,-0.044796777353370405,0.04135843199442602,0.41503302841409384,-0.3374186523506418,0.02330223629680259,0.020074853441669375,0.3538763012380916,-0.3833409246534152,0.02282691546322779,0.013546032073188313,0.313359010364876,-0.4123677646384032,0.0030516874359424982,0.005928370449211668,0.28843201467480906,-0.4373802212329105,0.001960321762851986,-0.0012434034587743223,0.27108297498933126,-0.46701651933797594,0.01642806923859192,-0.001999222556928052,0.254699319590265,-0.5010328387986284,0.2368739849929913,-0.5346767003536587,0.21924423494940054,-0.566691980380483,0.20487562496306633,-0.602578865895876,0.19522461453782067,-0.649490090818565,0.18877783016450086,-0.707280957311049,0.18208967621783861,-0.7644016306107042,0.17218700035534087,-0.803653545301985,0.15846255824447059,-0.814337357583065,0.14276760612464653,-0.8013289520531813,0.12786323717568307,-0.7834591943021184,0.11553822288973632,-0.7819244988093096,0.10573400810098728,-0.8074065395617012,0.09706011086306655,-0.8554814818740432,0.08800448204867983,-0.9130213913774332,0.07779159672536586,-0.9694362657151434,0.06637155972141555,-1.0231671944568166,0.05385769755924914,-1.0785332045498637,0.04012250359496358,-1.136651333585627,0.024947596366651614,-1.1892412688482286,0.008490582510370381,-1.2214012793757214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,-1.9995028714932088,0.7819275885148096,-0.010603580706067033,-1.0178106230636284,0.4190900081023504,11,-2.0088944195653555,01101101101,0.7472931374653546,-0.04181122346972458,0.03135591236369585,0.13150907560785075,0.6832989854256312,-0.09636078531024318,-0.06801067922202018,0.09772411207780064,0.5999822499352293,-0.17230819726536675,0.044455717829010234,0.06269815164113149,0.510572873398616,-0.2543830277939662,-0.04366356240179752,0.040662149972791495,0.42851687539381034,-0.3246354466564669,0.023019678105567938,0.02047316516067602,0.36371663348808825,-0.3737510254708824,0.02294807623581524,0.012975535481782242,0.3196073938362387,-0.40512051198776294,0.0025861370593919094,0.006277384548961853,0.29275221309434935,-0.42973476229711743,0.002384716681564754,-0.002179130140841954,0.27544752001618095,-0.4569598266978909,0.01584622167888388,-0.002848236374855334,0.26005941033290864,-0.488783185455,0.24268641269399552,-0.521491130856341,0.2241361471172535,-0.552195865186108,0.20792279835054292,-0.5836507492730676,0.1968823720114915,-0.6225807938738929,0.19076470896753472,-0.6726908031979234,0.18630365251445388,-0.7285406885012472,0.1794552251835878,-0.776294173122938,0.1680415992643749,-0.8019550258713766,0.1529335051754856,-0.8014374389595185,0.1371089565460149,-0.7848251978812034,0.12347016013962334,-0.7712265389283547,0.11305055056107419,-0.7776386239832421,0.10474900130913824,-0.8096999977047419,0.09649238128162249,-0.8606266406496365,0.08674513311069151,-0.9182871166708746,0.07524461032548585,-0.9743085333751254,0.06263658697681058,-1.0280515786656006,0.04958325454185596,-1.0829144449521315,0.03619951468786955,-1.1388503208074656,0.02221064480958637,-1.1879858062660105,0.007511243965548693,-1.2174610086579212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,-1.9997432421540635,0.7823803473280481,-0.00983987804933768,-1.0182344440971551,0.4185628891198679,11,-2.0088944195653555,01101101101,0.7497558328009947,-0.03897838638440564,0.03137066987078416,0.1314280041447729,0.689034065274144,-0.09051641670726579,-0.06735580029069682,0.09774266778074853,0.6090126936845229,-0.16345723106542256,0.04414036779405371,0.06299001310129215,0.5216607646388067,-0.24407061332601274,-0.04368516561199315,0.04100245679158288,0.4396887661892114,-0.31504351831009236,0.02298995296456699,0.020758097714653343,0.3731600938248501,-0.3660187109632463,0.022934107529365706,0.012912652134179466,0.32651238093037377,-0.3984527455529015,0.002619660574049889,0.00645520139105251,0.2976190525237059,-0.4222181767751305,0.002701664799203381,-0.0017565259062565708,0.27964551939280236,-0.44739135728993484,0.016487258550112127,-0.003530512111448594,0.26488438334715353,-0.4777408257986237,0.2485226903521704,-0.5104578448159257,0.23029141269829453,-0.5414097548949529,0.21325088199374026,-0.570831064528626,0.2007431114018265,-0.6042569321165269,0.19361294107825094,-0.647629267542948,0.18946440054288277,-0.7005366272041786,0.18424691137586818,-0.7534577309137993,0.17489766388029915,-0.7920730972930328,0.1611665716080868,-0.8062785697805903,0.1454643060755739,-0.797652599894071,0.1310182937569912,-0.779849884148402,0.11974176765389669,-0.7712922190602894,0.11126472057284145,-0.7849949636617118,0.10360849429115833,-0.8223384860367453,0.09478795563435702,-0.8746215433806238,0.08407617327800798,-0.9305745046939822,0.07209636250110484,-0.9839000159088126,0.05989479806166707,-1.035350363845973,0.047897643702949425,-1.0883677642899385,0.035617976709961634,-1.142365130166601,0.022261797404117243,-1.1894441065218708,0.007613305925448283,-1.2174948323775279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,-2.000346408543458,0.7795206296614371,-0.009735565361283512,-1.0180560367167413,0.41826868451002563,11,-2.0088944195653555,01101101101,0.7493870464691004,-0.03781693867372257,0.03401705648152942,0.1318007218176816,0.69298266699692,-0.08654903281751695,-0.06827394770905222,0.09682327237992137,0.6178508548956544,-0.15572092914125762,0.0438005962488353,0.06308714207362333,0.5343942190508386,-0.23346632124330655,-0.043534837193055266,0.040094598858246074,0.4539923295228742,-0.3038279147151924,0.023158562541734456,0.020370921199091993,0.3862520256546874,-0.3561201471683485,0.02192855792267416,0.01192346466726271,0.33636626010682985,-0.3900672468423824,0.0022643081419989504,0.006474080414008398,0.30388128276728493,-0.4139083119963943,0.0028558999883219766,-0.002334973204892846,0.28367087200254776,-0.4375693250905479,0.016604934441219202,-0.0031297946136441225,0.2687910991208623,-0.4661348223038436,0.2538165147414131,-0.4981131044886745,0.2369479374274429,-0.5290995176029983,0.21988261314081947,-0.5573500074001735,0.20574473007445004,-0.5864838361896659,0.1964783613293259,-0.6229245294015501,0.19132070766216433,-0.6699201628661472,0.18719144736444307,-0.7228665680228756,0.18058551776893086,-0.769996014322907,0.1696524510378243,-0.7987032013578144,0.15513686292014062,-0.8035891065047202,0.13968499156329406,-0.7907776831686594,0.12609528412641688,-0.7753758806054175,0.1156959922531516,-0.7735236036730359,0.10782086502912809,-0.7941046753609654,0.1005435565566763,-0.8353179508280524,0.09201631684015601,-0.8878798149852865,0.08147681053292367,-0.9420998932203858,0.06936033750605286,-0.9936379625862988,0.056645273102599904,-1.0440628849526556,0.04404946036313547,-1.096342319878416,0.03166979226695785,-1.149137945107171,0.01920911983564362,-1.1945609937981583,0.006455940916007971,-1.2213555787499073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,-2.000578028378041,0.781966076138396,-0.00938836854444072,-1.0187683636657738,0.417202538941778,11,-2.0088944195653555,01101101101,0.7529044149728237,-0.036185548551144295,0.0351499672353025,0.13357507307474714,0.6984817694000662,-0.08245406406294963,-0.06900314297353392,0.09675196272787259,0.6258157502167685,-0.14864269674512068,0.04365754426886692,0.06322849181600193,0.5445814267086818,-0.22433410320708003,-0.04349141885895094,0.04064184078622755,0.4653209244906322,-0.2945915177896682,0.02285478015713041,0.020435595818739143,0.39709878961086204,-0.34838033825546577,0.021738381791346045,0.012068049616638604,0.3452387431840672,-0.3838820161093149,0.0024385623999935596,0.006747217602787452,0.3101370253781736,-0.4078058525463803,0.0028561438731019733,-0.002068895063658829,0.28782912676683914,-0.42981059095113644,0.016978424921663286,-0.0028953797283695197,0.2721823967971545,-0.4561759854101425,0.257736760042564,-0.4869613898874014,0.24184123552754522,-0.5181316687408959,0.22509890049513462,-0.5465237791146399,0.21005600759012583,-0.5735918468496385,0.19902126184429622,-0.6049093767293854,0.1923221486975571,-0.6456361632021657,0.1879602201858824,-0.6952640237548504,0.18274546836989633,-0.7457205679125379,0.17411762537658731,-0.7847475049119214,0.16151817448493344,-0.8028363993734715,0.14653374409988587,-0.7994014933541479,0.13182531895437055,-0.7841218533451874,0.11957449774934661,-0.7723839241035106,0.11038882416245482,-0.7775189390271039,0.10323079903797906,-0.8045467902097818,0.09625978171492615,-0.8490724227634705,0.08795181624720796,-0.9015717307035517,0.07779798027494222,-0.9538539031467314,0.06625980561092802,-1.0032920998900878,0.0541802377044339,-1.0522107805157657,0.042152870688386274,-1.1033056121786344,0.030270446290447218,-1.1547277909425313,0.018318982661477603,-1.1986135369659823,0.006145974548937565,-1.2243304588282415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,-2.001585460668065,0.7842594650698789,-0.00894875142756042,-1.0180574274504306,0.4132267082968798,11,-2.0088944195653555,01101101101,0.7548387941913443,-0.0342151038762365,0.03664546584598915,0.1342750185706393,0.7001576092555077,-0.07760297544894351,-0.06811251486757845,0.09575115835683332,0.6278600781774444,-0.1401858233725849,0.04080835636513442,0.0656636211821947,0.5477327506508153,-0.21312447823526126,-0.04133835833462198,0.03976279982598822,0.46982359873838697,-0.28282527279572744,0.02495364749293435,0.02232895483030291,0.40237264636457243,-0.33828518432399696,0.020495220514361985,0.012835812654972939,0.35011769325079,-0.3763079542576611,0.0006561059300381486,0.007627797489795271,0.31356447311981145,-0.40180417519051925,0.004630863621164981,-0.0017065290412426584,0.28954770682613157,-0.423523143349238,0.016337177854662443,-0.0017275085417675497,0.27292184772179146,-0.44830108016689935,0.2587294332864198,-0.47755931869595597,0.24396490239438093,-0.5080319338646558,0.22823232034437907,-0.5357703755233219,0.21312086344693895,-0.5603078867889494,0.20073220385224852,-0.5858658727570732,0.19217328517632223,-0.6186032943688592,0.18678129324606196,-0.6617131026314715,0.18241130914142417,-0.711781746615312,0.1765377355793133,-0.7591621187681135,0.1675135643421717,-0.7925751314729892,0.15530358183933873,-0.8053855880429556,0.14134638477169484,-0.7997932066043743,0.12769321915803641,-0.7863371658218783,0.11593838944044639,-0.7789146557653532,0.106509513247159,-0.7881933499895792,0.09863040682740047,-0.8171757974713587,0.09087975855390429,-0.8612322796765199,0.08197392893957092,-0.9121158266404883,0.07134895209690095,-0.9631077920244157,0.059296083366591576,-1.0119884322248776,0.046678775931637426,-1.0601953844322938,0.03445896393154175,-1.1091653450213563,0.023293254757024207,-1.1567034672700887,0.013348495972230468,-1.1961037612824634,0.004334898543435782,-1.2187882873643539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,-2.0023342856067314,0.7808476130229948,-0.009244613843968467,-1.0183769191800285,0.40137065616640777,11,-2.0088944195653555,01101101101,0.7528191860912558,-0.0343433673375689,0.03845425107892941,0.1427532109342691,0.7005646574561214,-0.07585009721916913,-0.06987757501628114,0.09573089174759972,0.6310679617523262,-0.13516494111872224,0.0425069425754371,0.06691472547942498,0.5532891285877912,-0.2048372982967671,-0.04291962424832603,0.0379444758800945,0.4765098787535124,-0.2727318233652391,0.026525032189852867,0.022539348006051292,0.4085311281577922,-0.32833942309394715,0.017652086335468064,0.012539843219999309,0.35417306531274656,-0.36768101961168215,0.0006832095487827299,0.007926451542779388,0.3145466273994874,-0.39424605642881927,0.004923026538616379,-0.0017678230354691213,0.2873780721131094,-0.41582659405066036,0.01601172069264589,-0.0015084469251765227,0.26830974468374685,-0.43947824114935424,0.2527146917501953,-0.46776021181779903,0.23733891830987092,-0.4983881788120576,0.22115207772191442,-0.5271697306575535,0.20513561265759583,-0.552014374888637,0.1912112455190175,-0.5751985193857927,0.18088515287408474,-0.6022691898025526,0.1742731897745142,-0.6382058020524418,0.16994154591984476,-0.6833106413929136,0.1655697273292097,-0.7315967702642793,0.1590396105912833,-0.7729863149074966,0.14937526214597993,-0.7983100001098888,0.1370786445495836,-0.8043357585818051,0.123743945551361,-0.7959358965213971,0.11120018543187246,-0.7841105570351724,0.10063984515912665,-0.7809529997809049,0.09215053506445817,-0.7943496977401501,0.08482391634483814,-0.8252500287409253,0.07731679828077212,-0.8687301772765652,0.068540893019858,-0.9178220910316566,0.0581450213753278,-0.9675526557377534,0.04660394200962071,-1.0167327486543676,0.03493891707796784,-1.0666284107006787,0.024251742871331753,-1.1176987124553313,0.01529270768635352,-1.1668032012846525,0.008215571302948017,-1.2069241313708194,0.002562726753038905,-1.2297764406288432,,,,,,,,,,,,,,,,,,,,,,,,,,
38,-2.0029315262085694,0.7961552711366552,-0.008171601218867546,-1.0151164745241217,0.4017719016640813,11,-2.0088944195653555,01101101101,0.7669006705687613,-0.030908776651321468,0.037934346244056574,0.14380316599412565,0.7124406539312701,-0.06968694181159629,-0.06883265510248551,0.0958799797430222,0.6401835835648327,-0.12635918683559047,0.040997664434836545,0.0710682541129283,0.5595835104917011,-0.19433236962821063,-0.04038339132719635,0.03995343593695597,0.480380882735827,-0.2621253358538655,0.02684662775579195,0.025458935617069935,0.41072633820700144,-0.3191146247510091,0.017645880971116176,0.015447122331660318,0.3556402634734958,-0.36037190962208454,0.00017679993813739727,0.009741353193052887,0.3162614387633483,-0.3881478395980825,0.005741481125452162,-0.001368679935968004,0.29015549781794175,-0.4095173899289897,0.016593296543409995,-0.0018450434297265018,0.27261705363671723,-0.431833573494547,0.25853209680558925,-0.45873509536955936,0.2441366636740363,-0.48893626471554524,0.2280383230742014,-0.5182521918264681,0.21116816189505563,-0.5433515802555472,0.19578011759792385,-0.5647361883276122,0.18401002757204252,-0.586983218488034,0.17666581977366547,-0.616009547297441,0.17277133909007675,-0.6549863428824165,0.1700065585382445,-0.7014329531319862,0.16576367261252803,-0.7474105228925608,0.15827445842260673,-0.7829679521712157,0.1472760323486849,-0.8010946159601531,0.13394563238345683,-0.8015108474722762,0.12020430802035613,-0.7912163045683329,0.1077767133609606,-0.7814800187481223,0.09746732632209637,-0.7828832285147205,0.08895799031615902,-0.8010239816852177,0.08114842861040227,-0.8350171099543552,0.07280409738280773,-0.8792843301843156,0.06316720619346261,-0.9272953443430435,0.052259161645193286,-0.9749451858827082,0.040792250514957364,-1.0216613870147644,0.029801421272629636,-1.068831874420827,0.02020733710794251,-1.1168078641010692,0.012499447424029113,-1.1625717815210221,0.006623878434963333,-1.199692564770299,0.0020516732330747387,-1.2207335165190214,,,,,,,,,,,,,,,,,,,,,,,,
39,-2.0034876720615555,0.7976420820611049,-0.007422185721420261,-1.0147387128847403,0.4005903561161254,11,-2.0088944195653555,01101101101,0.7695581751314201,-0.02846644460969082,0.0403460419719917,0.14510974269487523,0.7172002657778751,-0.06519791915190869,-0.06988882873666713,0.09670554116337604,0.647501476207867,-0.1198064369734251,0.03947710088572065,0.07099279552207183,0.5692554381648233,-0.18637451822409634,-0.03950340016726224,0.04041748342118572,0.49150063972959934,-0.25394051837782305,0.028500055773024693,0.02536701269268213,0.42187341394662337,-0.311773626320557,0.015781585551666394,0.014954014064919337,0.36529948192495315,-0.3541462131723773,-0.0004933442145115541,0.009857134184793353,0.3233511285447372,-0.3822726152244189,0.008013834191281991,-0.0016959408706554472,0.29444481625858054,-0.40266300015999884,0.016833741790513588,-0.0010528043486218355,0.2748190077220887,-0.4230444169368946,0.25998709587411406,-0.44820528789550745,0.2461998154732049,-0.478004423370329,0.23144896651531013,-0.5084607904581914,0.21571445802673983,-0.5350696344135146,0.20044130410648295,-0.5562617567969438,0.18752094346124976,-0.5749021198824957,0.1782246840476534,-0.5968968446118359,0.17252525934291396,-0.6276686187167584,0.16905390279605928,-0.6685163952359116,0.16565973105984472,-0.7149956574562221,0.16028820152076287,-0.7583765102046407,0.151781023574417,-0.7895586356827634,0.14026231590179442,-0.8034704493530402,0.12697665970445707,-0.8016925095764477,0.11368747409213459,-0.7919696901991254,0.10192085554004605,-0.7848976011901215,0.09238020240539441,-0.7895018208169441,0.08475590073973818,-0.8099109760749604,0.07796922710604051,-0.8446299239482091,0.07070783415458563,-0.8884672185058855,0.06200751020477119,-0.9357800221480722,0.051643831015465234,-0.9831240758777959,0.04019895682258629,-1.0299117308424743,0.02880892265138235,-1.0769457949338013,0.01871477488371853,-1.1239625918394351,0.010796403524965041,-1.1678619132902008,0.005252709371267153,-1.2028364785622947,0.0015251067227180647,-1.2224384865888092,,,,,,,,,,,,,,,,,,,,,,
40,-2.003608571234399,0.7970177904995492,-0.007120219608656205,-1.0138541452965502,0.4004433026151769,11,-2.0088944195653555,01101101101,0.7703569559268851,-0.027217866268227656,0.04066100919057831,0.14500317714080202,0.7204360495937022,-0.06227016357242944,-0.07185369488385375,0.09632349690604625,0.6535058638613377,-0.11475390614182726,0.03877781938965133,0.07111255647830979,0.5776275343546065,-0.1796074150996654,-0.03951111566316462,0.04007515369239469,0.5012873812556015,-0.24674489086566828,0.029280100843312274,0.025233644456957704,0.43190716191702455,-0.30569566719757385,0.015952856314480485,0.014949786981604266,0.3745677731318307,-0.3500883581082363,-0.0005842561684875557,0.009923064604756204,0.331269305170908,-0.3798782351186553,0.008527635935299547,-0.000798440697607126,0.30094621745130756,-0.4004260278197946,0.01684698722276574,-0.0018328932253776093,0.2802512427628572,-0.41913851148844106,0.26487685698491903,-0.44155282108617794,0.25099351797124975,-0.4689060900011892,0.23633560482280153,-0.4983338278389081,0.22059323471899822,-0.5253859712792981,0.20503051057279012,-0.5473160081929043,0.1915454341573011,-0.5652287848318057,0.18159171203002356,-0.5838420195070116,0.17541174625761607,-0.6089500637448866,0.1718730453831488,-0.6439565477006718,0.1689286402231453,-0.6873846355742487,0.1644566854618075,-0.7327953205645329,0.15709004361696105,-0.7713016536801297,0.14667999856729508,-0.7955154474605094,0.13422406234309187,-0.803008891838657,0.12133381207418839,-0.7976032732965453,0.10951111470322758,-0.787880617420937,0.09955839069927287,-0.7836814966172031,0.09135686407143286,-0.7922986563010334,0.08406137545933312,-0.8161318821155987,0.07657447564092906,-0.8527390721592311,0.06806019480910022,-0.8969651031994845,0.058275227996049894,-0.9438201317693865,0.047608340239965616,-0.9905255678916302,0.0368617789958763,-1.0367431550115596,0.026910684115785028,-1.0830890549360705,0.018397661463766903,-1.1290012645518632,0.011565931189557798,-1.1713527072374315,0.006248299789668373,-1.2047284855404818,0.0019616687988158734,-1.2233007531190216,,,,,,,,,,,,,,,,,,,,
